schoolName,sourceTitle,sourceUrl,sourceDate,notes
同济大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
上海交通大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
华东师范大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
南京大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
东南大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
浙江大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
中国科学技术大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
厦门大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
山东大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
中国海洋大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
武汉大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
华中科技大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
湖南大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
中南大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
国防科学技术大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
中山大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
华南理工大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
四川大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
电子科技大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
重庆大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
西安交通大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
西北工业大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
西北农林科技大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
兰州大学,“985工程”学校名单 - 教育部,http://www.moe.gov.cn/srcsite/A22/s7065/200612/t20061206_128833.html,2026-04-21,原始來源為教育部“985工程”學校名單頁面，僅保留機器能可靠識別的學校名稱。
