moeCode,schoolName,website,schoolAddress,sourceTitle,sourceUrl,sourceDate,confidence,notes
4111011090,北京京北职业技术学院,http://www.jbzy.com.cn,北京市怀柔区小中富乐一区188号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111011092,北京交通职业技术学院,http://www.jtxy.com.cn/,北京市昌平区昌平镇北京交通职业技术学院,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111011626,北京青年政治学院,http://www.bjypc.edu.cn,北京市朝阳区花家地街9号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012448,北京农业职业学院,http://www.bvca.edu.cn/,"南校区：北京市房山区长阳镇稻田南里5号,北校区：北京市海淀区香山普安店29号",DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012451,北京政法职业学院,http://www.bcpl.cn,北京市大兴区黄亦路（团河段）2号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012561,北京财贸职业学院,http://www.bjczy.edu.cn,"校本部：北京市通州区北关大街88号,涿州校区：河北省涿州市双塔区大石桥团结路8号,朝阳校区：北京市朝阳区水碓子东路15号,东城校区：北京市东城区东四南大街礼士胡同41号",DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012564,北京北大方正软件职业技术学院,http://www.pfc.edu.cn/,北京市通州区东方大学城,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012565,北京经贸职业学院,http://www.csuedu.com,北京市房山区良乡长虹东路高教园区,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012566,北京经济技术职业学院,http://www.bibtedu.cn/,北京市东燕郊开发区北京经济技术职业学院,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012567,北京戏曲艺术职业学院,http://www.bjxx.com.cn,北京市丰台区马家堡东里8号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012568,北京汇佳职业学院,http://www.hju.net.cn,北京市昌平区创新路20号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111012733,北京科技经营管理学院,http://www.jgy1985.cn/,北京市昌平区沙河镇顺沙路6号院,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111013703,北京科技职业学院,http://www.5aaa.com/,北京市昌平区沙河沙阳路18号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111013728,北京培黎职业学院,http://www.bjpldx.edu.cn,北京市海淀区双清路1号,DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111014073,北京经济管理职业学院,http://www.biem.edu.cn,"望京校区：北京市朝阳区花家地街12号,固安校区：北京市京开高速永定河桥南800米路东",DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
4111014075,北京劳动保障职业学院,http://www.bvclss.cn,"南校区：北京市朝阳区惠新东街5号,北校区：北京市昌平区南口路32号",DaoSword China-Education-Data 高等教育宽表,https://github.com/DaoSword/China-Education-Data,2026-04-21,medium,GitHub 补充源；链接本身为学校官网域名，建议后续优先以教育部门或学校官网目录复核。
